# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "4" "-a" "/home/yc1201/rnaseq_ypd1/reference/genomic.gtf" "-t" "exon" "-g" "gene_id" "-o" "/home/yc1201/rnaseq_ypd1/results/counts/candida_counts_matrix.txt" "/home/yc1201/rnaseq_ypd1/results/aligned/2GK5PB_1_WT1_Aligned.sortedByCoord.out.bam" "/home/yc1201/rnaseq_ypd1/results/aligned/2GK5PB_2_WT2_Aligned.sortedByCoord.out.bam" "/home/yc1201/rnaseq_ypd1/results/aligned/2GK5PB_3_kcs1-1_Aligned.sortedByCoord.out.bam" "/home/yc1201/rnaseq_ypd1/results/aligned/2GK5PB_4_kcs1-2_Aligned.sortedByCoord.out.bam" "/home/yc1201/rnaseq_ypd1/results/aligned/2GK5PB_5_vip1-1_Aligned.sortedByCoord.out.bam" "/home/yc1201/rnaseq_ypd1/results/aligned/2GK5PB_6_vip1-2_Aligned.sortedByCoord.out.bam" "/home/yc1201/rnaseq_ypd1/results/aligned/2GK5PB_7_dbl-1_Aligned.sortedByCoord.out.bam" "/home/yc1201/rnaseq_ypd1/results/aligned/2GK5PB_8_dbl-2_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/yc1201/rnaseq_ypd1/results/aligned/2GK5PB_1_WT1_Aligned.sortedByCoord.out.bam	/home/yc1201/rnaseq_ypd1/results/aligned/2GK5PB_2_WT2_Aligned.sortedByCoord.out.bam	/home/yc1201/rnaseq_ypd1/results/aligned/2GK5PB_3_kcs1-1_Aligned.sortedByCoord.out.bam	/home/yc1201/rnaseq_ypd1/results/aligned/2GK5PB_4_kcs1-2_Aligned.sortedByCoord.out.bam	/home/yc1201/rnaseq_ypd1/results/aligned/2GK5PB_5_vip1-1_Aligned.sortedByCoord.out.bam	/home/yc1201/rnaseq_ypd1/results/aligned/2GK5PB_6_vip1-2_Aligned.sortedByCoord.out.bam	/home/yc1201/rnaseq_ypd1/results/aligned/2GK5PB_7_dbl-1_Aligned.sortedByCoord.out.bam	/home/yc1201/rnaseq_ypd1/results/aligned/2GK5PB_8_dbl-2_Aligned.sortedByCoord.out.bam
CAALFM_C402930WA	NC_032092.1	605437	605955	+	519	339	366	347	295	539	531	68	86
CAALFM_C402940WA	NC_032092.1	606493	608439	+	1947	2510	2492	2392	2105	3058	2668	2632	2504
CAALFM_C402950CA	NC_032092.1	608655	608981	-	327	596	641	687	583	553	557	724	723
CAALFM_C402960WA	NC_032092.1	609369	615065	+	5697	394	421	472	464	672	635	366	384
CAALFM_C402970CA	NC_032092.1	615198	620561	-	5364	1284	1291	1350	1420	1506	1259	1150	1229
CAALFM_C402980WA	NC_032092.1	621466	622695	+	1230	3829	4010	4236	4377	4093	4019	3987	3667
CAALFM_C402990CA	NC_032092.1	622851	623510	-	660	117	115	110	113	284	337	134	109
CAALFM_C403000CA	NC_032092.1	624273	624995	-	723	184	84	281	273	598	578	107	126
CAALFM_C403010WA	NC_032092.1	627397	627468	+	72	0	1	7	6	10	10	0	6
CAALFM_C403020WA	NC_032092.1	627762	630455	+	2694	1292	1209	1056	1155	1205	1236	826	812
CAALFM_C403030CA	NC_032092.1	630579	633098	-	2520	1735	1920	2232	2500	2549	2569	2080	1861
CAALFM_C403040WA	NC_032092.1	633412	633630	+	219	3144	3837	3561	3490	3482	3378	3750	3552
CAALFM_C403050CA	NC_032092.1	633876	635618	-	1743	1665	1716	1740	1590	2789	2633	2155	1910
CAALFM_C403070WA	NC_032092.1	639668	640696	+	1029	208	203	213	128	142	149	233	230
CAALFM_C403080WA	NC_032092.1	641743	644175	+	2433	690	701	641	726	733	784	763	743
CAALFM_C403090WA	NC_032092.1	644883	645710	+	828	2172	2144	2200	2076	2131	2447	2060	1750
CAALFM_C403100WA	NC_032092.1	646818	647795	+	978	48	38	66	78	139	159	35	30
CAALFM_C403110WA	NC_032092.1	649167	654407	+	5241	941	848	939	946	1066	1014	862	796
CAALFM_C403120CA	NC_032092.1	654505	657207	-	2703	1094	953	1140	1237	1689	1664	1099	1108
CAALFM_C403130WA	NC_032092.1	657550	659415	+	1866	708	865	828	823	934	935	918	883
CAALFM_C403140CA	NC_032092.1	659489	660385	-	897	1004	1147	1226	1300	1498	1470	1333	1267
CAALFM_C403150WA	NC_032092.1	660576	663860	+	3285	614	721	675	702	754	804	717	710
CAALFM_C403160CA	NC_032092.1	664007	665035	-	1029	36	31	49	49	81	133	34	15
CAALFM_C403170WA	NC_032092.1	665604	666623	+	1020	211	228	212	222	160	143	252	223
CAALFM_C403180WA	NC_032092.1	668228	670270	+	2043	1679	1661	1549	1690	1785	1792	1795	1662
CAALFM_C403190WA	NC_032092.1	671287	672630	+	1344	399	311	344	341	353	345	446	337
CAALFM_C403200CA	NC_032092.1	672797	673672	-	876	1283	1378	1473	1291	1337	1369	1070	1028
CAALFM_C403230CA	NC_032092.1	674267	678610	-	4344	703	780	924	1068	915	843	546	512
CAALFM_C403250CA	NC_032092.1	679262	680179	-	918	1551	1622	1805	2023	1668	1648	1448	1316
CAALFM_C403270WA	NC_032092.1	680862	681752	+	891	1925	1943	2035	2229	1968	1969	2000	1965
CAALFM_C403280WA	NC_032092.1	682502	686239	+	3738	2634	2486	2549	2350	2562	2250	1998	1949
CAALFM_C403290WA	NC_032092.1	686644	689340	+	2697	850	866	952	987	1122	1161	953	908
CAALFM_C403300CA	NC_032092.1	690179	690361	-	183	41	38	53	32	56	47	24	19
CAALFM_C403310CA	NC_032092.1	692297	692497	-	201	10	5	40	37	82	55	7	6
CAALFM_C403320WA	NC_032092.1	697717	698832	+	1116	220	251	226	185	167	142	231	194
CAALFM_C403330WA	NC_032092.1	699714	700799	+	1086	1625	1589	1709	1766	2035	2001	1671	1626
CAALFM_C403340CA	NC_032092.1	701061	702284	-	1224	103	94	134	152	157	165	60	98
CAALFM_C403350CA	NC_032092.1	702676	704019	-	1344	394	378	394	396	409	347	347	332
CAALFM_C403360CA	NC_032092.1	704421	706550	-	2130	5548	5812	5405	5533	3470	3220	4962	4328
CAALFM_C403370CA	NC_032092.1	707397	707855	-	459	340	411	310	284	267	224	365	292
CAALFM_C403380CA	NC_032092.1	708487	709644	-	1158	498	525	553	578	721	768	574	506
CAALFM_C403390WA	NC_032092.1	710440	711150	+	711	3034	3258	3192	3519	3759	3434	2866	2575
CAALFM_C403400WA	NC_032092.1;NC_032092.1	711401;711733	711457;711927	+;+	252	159	130	173	184	105	139	141	135
CAALFM_C403410WA	NC_032092.1	712320	713195	+	876	1978	1921	2060	2102	1667	1565	1928	1946
CAALFM_C403430WA	NC_032092.1	717205	717996	+	792	29	24	20	23	56	16	33	16
CAALFM_C403440CA	NC_032092.1	718927	721134	-	2208	1277	1450	1736	1772	2258	2251	1425	1350
CAALFM_C403450CA	NC_032092.1	721912	723741	-	1830	516	512	461	455	577	509	498	506
CAALFM_C403460CA	NC_032092.1	723995	725866	-	1872	53	54	96	104	207	259	86	113
CAALFM_C403470CA	NC_032092.1	726514	727329	-	816	17	13	30	36	138	111	49	45
CAALFM_C403480CA	NC_032092.1	730527	731114	-	588	0	0	0	0	2	0	0	2
CAALFM_C403490CA	NC_032092.1	733160	733684	-	525	16	17	8	44	30	48	5	17
CAALFM_C403500CA	NC_032092.1	734839	735390	-	552	2	13	6	3	23	30	6	12
CAALFM_C403510CA	NC_032092.1	738442	741168	-	2727	13	27	19	29	107	193	33	11
CAALFM_C403520CA	NC_032092.1	745166	747331	-	2166	425	473	394	407	748	625	379	301
CAALFM_C403530WA	NC_032092.1	750746	752716	+	1971	226	238	220	249	338	299	261	200
CAALFM_C403540CA	NC_032092.1	752869	754629	-	1761	460	505	395	321	263	271	129	122
CAALFM_C403550WA	NC_032092.1	755288	758260	+	2973	527	588	542	502	569	577	362	385
CAALFM_C403560WA	NC_032092.1	758441	760756	+	2316	870	876	843	821	1184	1354	912	997
CAALFM_C403570WA	NC_032092.1	762835	764739	+	1905	55	25	37	45	392	337	37	20
CAALFM_C403580WA	NC_032092.1	765642	766715	+	1074	281	278	241	362	276	294	301	271
CAALFM_C403590CA	NC_032092.1	766847	769381	-	2535	690	765	723	662	753	635	577	569
CAALFM_C403600CA	NC_032092.1	770572	771981	-	1410	454	413	420	385	297	304	161	146
CAALFM_C403610CA	NC_032092.1;NC_032092.1	772391;772440	772425;772477	-;-	73	4	5	21	10	50	64	7	5
CAALFM_C403620CA	NC_032092.1	772928	774148	-	1221	270	342	429	359	392	415	368	307
CAALFM_C403630CA	NC_032092.1	780195	780265	-	71	7	5	21	7	70	85	3	0
CAALFM_C403640CA	NC_032092.1	780937	781008	-	72	3	4	15	22	34	44	5	3
CAALFM_C403650WA	NC_032092.1	782464	782535	+	72	2	0	3	9	26	41	10	3
CAALFM_C403660WA	NC_032092.1	782619	782690	+	72	0	0	9	7	23	24	0	1
CAALFM_C403670WA	NC_032092.1	782815	785400	+	2586	304	332	426	423	510	548	336	323
CAALFM_C403680CA	NC_032092.1	785391	787022	-	1632	61	59	93	96	218	156	58	69
CAALFM_C403690CA	NC_032092.1	787445	787858	-	414	335	340	346	302	288	334	336	314
CAALFM_C403700WA	NC_032092.1	788604	790349	+	1746	186	219	195	196	226	210	164	137
CAALFM_C403710CA	NC_032092.1	790413	791915	-	1503	9	23	33	12	59	77	9	19
CAALFM_C403720CA	NC_032092.1	792424	793434	-	1011	2464	2489	2512	2563	1243	992	1825	1413
CAALFM_C403730CA	NC_032092.1	793991	795340	-	1350	1128	1045	1085	1192	801	776	1064	918
CAALFM_C403740WA	NC_032092.1	795553	796467	+	915	74	75	90	98	85	84	101	90
CAALFM_C403750CA	NC_032092.1	796578	797762	-	1185	167	193	199	241	278	251	203	166
CAALFM_C403760WA	NC_032092.1	798718	799368	+	651	6	6	17	18	21	32	5	8
CAALFM_C403770WA	NC_032092.1	800107	800601	+	495	182	226	192	253	198	224	163	238
CAALFM_C403780CA	NC_032092.1	800718	802052	-	1335	340	345	332	339	247	210	327	325
CAALFM_C403790WA	NC_032092.1	802327	803634	+	1308	445	474	490	435	604	617	436	429
CAALFM_C403800CA	NC_032092.1	803672	806206	-	2535	419	484	461	457	494	629	457	415
CAALFM_C403810WA	NC_032092.1	807342	809537	+	2196	130	169	296	367	174	166	70	58
CAALFM_C403820CA	NC_032092.1	809585	810853	-	1269	31	32	34	49	25	39	16	26
CAALFM_C403830WA	NC_032092.1	811967	816289	+	4323	158	171	208	231	231	217	170	174
CAALFM_C403840CA	NC_032092.1	816382	817305	-	924	118	85	121	156	158	161	126	121
CAALFM_C403850WA	NC_032092.1	817941	819719	+	1779	360	362	423	368	432	438	274	307
CAALFM_C403860CA	NC_032092.1	819831	820904	-	1074	25	30	30	26	37	50	24	26
CAALFM_C403870CA	NC_032092.1	821114	821753	-	640	7	7	17	9	16	22	2	8
CAALFM_C403880WA	NC_032092.1	822133	823599	+	1467	56	46	105	112	133	170	69	46
CAALFM_C403890WA	NC_032092.1	826096	828363	+	2268	193	222	211	227	244	196	215	196
CAALFM_C403900CA	NC_032092.1	828649	830406	-	1758	39	35	117	125	223	268	33	29
CAALFM_C403910WA	NC_032092.1	832645	834441	+	1797	94	106	103	82	136	94	107	81
CAALFM_C403920WA	NC_032092.1	835077	836783	+	1707	719	696	664	680	717	787	689	587
CAALFM_C403930CA	NC_032092.1	836883	837323	-	441	184	215	209	244	211	197	175	157
CAALFM_C403940CA	NC_032092.1	837701	841234	-	3534	1846	1892	2063	1936	3857	3708	2155	2062
CAALFM_C403950CA	NC_032092.1	844510	844815	-	306	164	130	189	200	142	173	96	95
CAALFM_C403960WA	NC_032092.1	845566	845781	+	216	68	36	58	62	41	72	29	26
CAALFM_C403990CA	NC_032092.1	849660	850721	-	1062	2	5	7	3	2	7	5	20
CAALFM_C404000WA	NC_032092.1	854022	855179	+	1158	36	34	38	60	48	45	36	31
CAALFM_C404010WA	NC_032092.1	858485	861013	+	2529	139	112	107	139	192	193	127	117
CAALFM_C404020CA	NC_032092.1	861270	861698	-	429	42	43	62	47	89	78	2	6
CAALFM_C404030WA	NC_032092.1	864733	866274	+	1542	202	309	222	247	188	328	4	15
CAALFM_C404040WA	NC_032092.1	866778	867194	+	417	0	1	4	7	40	43	5	0
CAALFM_C404050CA	NC_032092.1	867681	868295	-	615	4096	4496	4186	4225	10147	10854	5397	4363
CAALFM_C404070CA	NC_032092.1	871065	871898	-	834	8	4	9	24	62	50	5	4
CAALFM_C404080CA	NC_032092.1	874032	875090	-	1059	896	1042	4523	4879	23426	24714	1402	1075
CAALFM_C404090CA	NC_032092.1	876709	878454	-	1746	432	522	554	587	988	1011	613	587
CAALFM_C404100CA	NC_032092.1	878813	879406	-	594	985	1085	1061	1251	661	809	916	879
CAALFM_C404110WA	NC_032092.1	880335	880472	+	138	404	414	448	472	579	447	410	287
CAALFM_C404120CA	NC_032092.1	880641	882536	-	1896	216	276	202	229	269	277	232	233
CAALFM_C404130WA	NC_032092.1	882875	883537	+	663	1206	1395	1349	1374	1121	1196	1184	1265
CAALFM_C404140WA	NC_032092.1	884123	885214	+	1092	137	142	180	186	236	272	132	102
CAALFM_C404150CA	NC_032092.1	885458	886597	-	1140	7616	8180	8232	8079	9713	9428	9616	8973
CAALFM_C404160WA	NC_032092.1	888267	889790	+	1524	998	946	969	866	830	576	710	596
CAALFM_C404170CA	NC_032092.1	890261	893062	-	2802	28	29	50	66	21	25	59	44
CAALFM_C404180CA	NC_032092.1	895669	896631	-	963	77	83	110	107	137	118	70	67
CAALFM_C404190CA	NC_032092.1	897092	899638	-	2547	3	6	16	27	23	14	17	12
CAALFM_C404200CA	NC_032092.1	897092	898435	-	1344	0	0	0	0	0	0	0	0
CAALFM_C404210CA	NC_032092.1	901264	901704	-	441	65	64	50	87	82	67	96	76
CAALFM_C404220WA	NC_032092.1	902114	902629	+	516	79	78	124	105	61	39	119	97
CAALFM_C404230WA	NC_032092.1	903067	904563	+	1497	143	155	190	254	523	534	200	193
CAALFM_C404240CA	NC_032092.1	904889	907018	-	2130	1838	1879	2041	2000	2121	1795	1972	1686
CAALFM_C404250WA	NC_032092.1	908843	910558	+	1716	89	120	132	129	313	290	139	108
CAALFM_C404260CA	NC_032092.1	910696	913320	-	2625	1312	1478	1527	1591	1774	1598	1471	1425
CAALFM_C404270WA	NC_032092.1	913732	914373	+	642	74	88	101	121	197	151	82	68
CAALFM_C404280CA	NC_032092.1	914401	915228	-	828	311	332	302	279	239	280	373	360
CAALFM_C404290WA	NC_032092.1	915401	918079	+	2679	921	981	934	966	964	901	852	844
CAALFM_C404300CA	NC_032092.1	918145	918480	-	336	369	441	380	370	381	409	526	458
CAALFM_C404310WA	NC_032092.1	918716	919537	+	822	2094	2001	2262	2217	2144	2173	2262	2011
CAALFM_C404320WA	NC_032092.1	923039	925159	+	2121	2167	2287	2068	1877	1326	1425	2595	1697
CAALFM_C404330CA	NC_032092.1	925694	926599	-	906	2429	2708	2668	2516	3752	3835	3269	2737
CAALFM_C404340CA	NC_032092.1	927322	927855	-	534	1105	1187	1210	1108	996	980	1126	992
CAALFM_C404350WA	NC_032092.1	928087	928719	+	633	665	629	670	648	614	669	693	664
CAALFM_C404360WA	NC_032092.1	929018	930820	+	1803	51	60	71	69	146	184	18	33
CAALFM_C404370CA	NC_032092.1	930996	933335	-	2340	273	258	257	285	271	305	305	256
CAALFM_C404380CA	NC_032092.1	935018	935302	-	285	128	127	179	135	118	126	204	382
CAALFM_C404390WA	NC_032092.1;NC_032092.1	936830;937414	936841;937776	+;+	375	14416	16872	14514	15045	12688	11578	19111	17351
CAALFM_C404400CA	NC_032092.1	940284	940559	-	276	8	8	13	17	7	11	5	1
CAALFM_C404410CA	NC_032092.1	944103	946157	-	2055	1525	1499	1540	1717	2158	1941	1741	1594
CAALFM_C404420WA	NC_032092.1	947592	949115	+	1524	439	480	435	500	500	509	532	439
CAALFM_C404430WA	NC_032092.1	949398	950015	+	618	1083	1098	1076	1034	1136	1262	1196	1211
CAALFM_C404440WA	NC_032092.1	950318	951124	+	807	376	482	457	591	572	507	354	353
CAALFM_C404450CA	NC_032092.1	951265	953769	-	2505	45	50	49	61	123	96	27	23
CAALFM_C404460CA	NC_032092.1	954686	958912	-	4227	1859	2047	2043	2083	2566	2370	2721	2516
CAALFM_C404470WA	NC_032092.1	960912	962273	+	1362	123	141	687	766	1534	1702	196	168
CAALFM_C404480CA	NC_032092.1;NC_032092.1	962661;963588	963222;963667	-;-	642	157907	169768	164036	172701	145750	135556	190541	177050
CAALFM_C404490CA	NC_032092.1	963317	963411	-	95	21	24	51	37	68	43	34	22
CAALFM_C404500CA	NC_032092.1	964068	964820	-	753	977	1052	982	1016	1252	1210	1191	1187
CAALFM_C404510WA	NC_032092.1	965102	969301	+	4200	709	805	812	852	1141	1145	889	900
CAALFM_C404520WA	NC_032092.1	969500	970330	+	831	381	402	547	675	854	1006	518	497
CAALFM_C404530CA	NC_032092.1	970514	972160	-	1647	2924	2987	3402	3356	7403	7044	3684	3425
CAALFM_C404550CA	NC_032092.1	974467	975477	-	1011	373	378	502	488	657	678	325	344
CAALFM_C404560CA	NC_032092.1	976498	977346	-	849	1355	1212	1730	1634	2873	2615	1369	1278
CAALFM_C404570WA	NC_032092.1	979296	980141	+	846	978	920	998	1007	1177	1191	820	772
CAALFM_C404580WA	NC_032092.1	982197	987134	+	4938	938	843	1033	882	1376	1180	837	749
CAALFM_C404590WA	NC_032092.1	987763	988899	+	1137	5377	5182	5196	4901	5391	5165	3764	3626
CAALFM_C404600CA	NC_032092.1	989215	990402	-	1188	364	379	314	312	332	298	299	214
CAALFM_C404620CA	NC_032092.1	996059	997609	-	1551	3	3	4	1	0	3	2	0
CAALFM_C404630CA	NC_032092.1	998774	999139	-	366	170	214	230	247	242	216	229	223
CAALFM_C404640CA	NC_032092.1	999156	999992	-	837	49	40	67	76	42	62	42	53
CAALFM_C404650WA	NC_032092.1	1000502	1001221	+	720	403	501	488	566	587	559	474	535
CAALFM_C404660CA	NC_032092.1	1001323	1004172	-	2850	653	616	908	873	771	782	543	457
CAALFM_C404670CA	NC_032092.1	1005037	1006539	-	1503	147	142	206	158	198	207	108	100
CAALFM_C404680CA	NC_032092.1;NC_032092.1	1006665;1006713	1006699;1006750	-;-	73	0	0	1	0	9	3	2	0
CAALFM_C404690CA	NC_032092.1;NC_032092.1	1006761;1006806	1006795;1006843	-;-	73	0	0	0	0	0	0	0	0
CAALFM_C404700WA	NC_032092.1	1007560	1009182	+	1623	23284	25605	25300	25223	22592	22985	27787	24551
CAALFM_C404710WA	NC_032092.1	1009525	1011219	+	1695	449	317	495	486	504	416	329	299
CAALFM_C404720WA	NC_032092.1	1011677	1012648	+	972	1990	1831	1730	1894	711	594	1393	1514
CAALFM_C404730WA	NC_032092.1	1013014	1015230	+	2217	769	856	888	942	1235	983	693	719
CAALFM_C404740WA	NC_032092.1;NC_032092.1	1015422;1015473	1015459;1015508	+;+	74	0	0	1	0	1	0	1	0
CAALFM_C404750WA	NC_032092.1	1015865	1017364	+	1500	489	492	520	508	652	639	423	350
CAALFM_C404760CA	NC_032092.1	1017566	1018333	-	768	254	267	254	280	513	494	364	349
CAALFM_C404770CA	NC_032092.1	1018785	1020554	-	1770	928	761	1666	1701	2466	2075	725	559
CAALFM_C404780WA	NC_032092.1	1022584	1025082	+	2499	1304	1400	1371	1390	1570	1403	1477	1324
CAALFM_C404790WA	NC_032092.1	1027532	1030078	+	2547	33	43	64	46	62	56	21	14
CAALFM_C404800WA	NC_032092.1	1033241	1034341	+	1101	2561	2543	2443	2690	2864	2672	2764	2575
CAALFM_C404810CA	NC_032092.1	1034791	1035768	-	978	693	807	881	994	1042	1117	861	803
CAALFM_C404820CA	NC_032092.1	1036182	1036958	-	777	2720	3078	2859	2812	2404	2479	2963	2710
CAALFM_C404830WA	NC_032092.1	1037422	1039257	+	1836	1069	1077	1121	1279	1245	1119	1055	995
CAALFM_C404840CA	NC_032092.1	1039532	1041073	-	1542	404	417	563	597	887	840	345	280
CAALFM_C404850CA	NC_032092.1	1042165	1044021	-	1857	106	128	132	123	199	240	71	60
CAALFM_C404860WA	NC_032092.1	1048293	1049468	+	1176	93	103	122	121	203	180	176	188
CAALFM_C404870CA	NC_032092.1	1049786	1052143	-	2358	1372	1356	1516	1355	1515	1388	1545	1435
CAALFM_C404880WA	NC_032092.1	1052921	1053868	+	948	954	1169	1174	1225	1066	1059	1195	1084
CAALFM_C404890CA	NC_032092.1	1054051	1054518	-	468	49358	55886	51089	51945	40421	37338	58266	54045
CAALFM_C404900WA	NC_032092.1;NC_032092.1	1055341;1055525	1055343;1055842	+;+	321	5918	6721	5456	5525	5438	5158	7764	7485
CAALFM_C404910CA	NC_032092.1	1055978	1056721	-	744	105	96	140	151	132	182	118	115
CAALFM_C404920WA	NC_032092.1	1056993	1058111	+	1119	264	265	290	275	293	319	326	292
CAALFM_C404930CA	NC_032092.1	1058295	1059131	-	837	307	397	333	395	441	407	485	391
CAALFM_C404950WA	NC_032092.1	1060449	1060895	+	447	33	43	37	40	73	56	43	27
CAALFM_C404970CA	NC_032092.1	1062625	1062888	-	264	3854	3823	3816	4150	2579	2651	3729	3674
CAALFM_C404980WA	NC_032092.1	1063814	1065475	+	1662	194	167	155	113	168	139	100	104
CAALFM_C404990CA	NC_032092.1	1065570	1066970	-	1401	43	31	103	82	156	153	48	39
CAALFM_C405000WA	NC_032092.1	1068053	1069351	+	1299	126	111	214	204	317	310	120	126
CAALFM_C405010WA	NC_032092.1	1069560	1071119	+	1560	1456	1425	1532	1667	2132	1844	1611	1342
CAALFM_C405020WA	NC_032092.1	1071272	1071643	+	372	1656	1845	1919	1972	1279	1456	1862	1704
CAALFM_C405030CA	NC_032092.1	1071853	1076304	-	4452	2417	2460	2397	2506	2986	2570	2746	2791
CAALFM_C405040WA	NC_032092.1	1077190	1077411	+	222	5	3	3	4	5	3	7	3
CAALFM_C405050CA	NC_032092.1	1077531	1078781	-	1251	198	243	217	209	293	272	278	270
CAALFM_C405060WA	NC_032092.1	1080133	1082154	+	2022	442	479	651	600	892	704	555	409
CAALFM_C405070CA	NC_032092.1	1082286	1083653	-	1368	282	303	716	786	1638	2100	281	320
CAALFM_C405080CA	NC_032092.1	1083917	1085980	-	2064	192	213	160	234	225	185	178	156
CAALFM_C405090CA	NC_032092.1	1086508	1091751	-	5244	278	323	295	336	363	369	292	313
CAALFM_C405100CA	NC_032092.1	1092126	1096076	-	3951	310	320	340	321	436	397	345	291
CAALFM_C405110CA	NC_032092.1;NC_032092.1	1097227;1099164	1098350;1099170	-;-	1131	1516	1683	1237	1574	864	877	1014	992
CAALFM_C405130CA	NC_032092.1	1104766	1106391	-	1626	622	636	559	624	250	348	110	108
CAALFM_C405140CA	NC_032092.1	1108501	1113084	-	4584	333	408	340	398	448	409	331	399
CAALFM_C405150WA	NC_032092.1	1115386	1117143	+	1758	476	468	579	533	720	708	566	528
CAALFM_C405160CA	NC_032092.1	1117383	1118930	-	1548	237	274	293	258	323	325	224	211
CAALFM_C405170CA	NC_032092.1	1119301	1120516	-	1216	563	655	683	558	754	758	623	538
CAALFM_C405180CA	NC_032092.1	1120763	1125010	-	4248	1194	1351	1256	1453	1349	1317	1215	1128
CAALFM_C405190CA	NC_032092.1	1125094	1126632	-	1539	565	561	546	678	667	649	663	575
CAALFM_C405200CA	NC_032092.1	1127004	1127477	-	474	2	3	42	45	89	98	13	14
CAALFM_C405210WA	NC_032092.1	1128701	1129393	+	693	613	662	639	611	802	734	536	459
CAALFM_C405220CA	NC_032092.1	1129531	1131927	-	2397	385	395	483	405	788	671	326	330
CAALFM_C405230CA	NC_032092.1	1132118	1134427	-	2310	1240	1372	1656	1749	1605	1568	1384	1278
CAALFM_C405240CA	NC_032092.1	1134817	1137282	-	2466	374	418	316	326	351	300	380	344
CAALFM_C405250WA	NC_032092.1	1139061	1139768	+	708	30	17	55	71	98	81	54	28
CAALFM_C405260WA	NC_032092.1	1143093	1144082	+	990	1316	1289	1614	1784	1379	1349	1215	1245
CAALFM_C405270CA	NC_032092.1	1144171	1144818	-	648	363	387	441	497	477	513	361	387
CAALFM_C405280WA	NC_032092.1	1144988	1151416	+	6429	1120	1250	1306	1392	1387	1177	1071	998
CAALFM_C405290WA	NC_032092.1	1151631	1154099	+	2469	699	714	690	738	901	672	711	662
CAALFM_C405300WA	NC_032092.1	1154633	1156483	+	1851	776	651	676	575	1197	814	618	536
CAALFM_C405310WA	NC_032092.1	1156768	1158231	+	1464	519	553	581	613	465	554	544	526
CAALFM_C405320WA	NC_032092.1	1158925	1160073	+	1149	1873	1853	1934	1972	2915	2882	2334	2106
CAALFM_C405330CA	NC_032092.1	1160202	1161677	-	1476	1357	1384	1602	1764	1782	1741	1461	1385
CAALFM_C405340WA	NC_032092.1	1161917	1164274	+	2358	345	316	299	263	316	328	344	305
CAALFM_C405350WA	NC_032092.1	1167102	1168889	+	1788	79	50	51	68	127	86	22	37
CAALFM_C405360CA	NC_032092.1	1169089	1170171	-	1083	19	16	20	11	36	34	6	7
CAALFM_C405370WA	NC_032092.1	1171023	1173812	+	2790	206	193	231	188	142	126	179	143
CAALFM_C405380CA	NC_032092.1	1174198	1174446	-	249	309	298	278	264	272	292	385	332
CAALFM_C405390WA	NC_032092.1	1174822	1175916	+	1095	1253	1276	1311	1083	1599	1757	1220	1210
CAALFM_C405400CA	NC_032092.1	1176257	1177441	-	1185	591	505	677	584	916	979	608	561
CAALFM_C405420CA	NC_032092.1	1179358	1183830	-	4473	126	134	126	134	197	178	146	144
CAALFM_C405430CA	NC_032092.1	1184110	1185966	-	1857	849	859	959	958	1090	1146	844	816
CAALFM_C405440CA	NC_032092.1	1186514	1187842	-	1329	233	252	320	296	517	514	325	264
CAALFM_C405450CA	NC_032092.1	1188801	1189685	-	885	3972	4162	3817	3843	4162	4113	4476	4157
CAALFM_C405460CA	NC_032092.1	1190491	1192344	-	1854	1075	1059	986	990	761	773	738	729
CAALFM_C405530WA	NC_032092.1	1204629	1206167	+	1539	6	7	8	2	5	9	13	7
CAALFM_C405540WA	NC_032092.1	1210137	1211771	+	1635	1364	1437	1606	1638	2172	2046	1831	1625
CAALFM_C405550CA	NC_032092.1	1211998	1212963	-	966	1309	1250	1187	1091	1491	1226	1532	1510
CAALFM_C405560CA	NC_032092.1	1213411	1214982	-	1572	104	82	113	111	197	239	96	72
CAALFM_C405570CA	NC_032092.1;NC_032092.1	1215386;1216955	1216874;1216962	-;-	1497	143	158	137	170	167	132	154	156
CAALFM_C405580CA	NC_032092.1	1217919	1218905	-	987	4	1	2	9	11	10	0	0
CAALFM_C405590WA	NC_032092.1	1221251	1229458	+	8208	250	245	300	307	278	265	273	261
CAALFM_C405600WA	NC_032092.1	1230574	1233402	+	2829	72	62	89	68	72	68	71	63
CAALFM_C405610CA	NC_032092.1	1233748	1236879	-	3132	637	697	646	654	794	753	635	586
CAALFM_C405620CA	NC_032092.1	1237338	1237799	-	462	522	439	457	464	568	484	540	506
CAALFM_C405630WA	NC_032092.1	1238032	1238988	+	957	1435	1750	1583	1535	1786	1888	1682	1435
CAALFM_C405640CA	NC_032092.1	1239058	1239897	-	840	911	975	886	885	849	801	832	787
CAALFM_C405650WA	NC_032092.1	1240101	1241087	+	987	486	491	480	531	431	376	518	403
CAALFM_C405660CA	NC_032092.1	1241123	1243357	-	2235	533	621	598	662	701	740	677	640
CAALFM_C405670WA	NC_032092.1	1245541	1247604	+	2064	2400	2208	2253	2122	1851	1856	1873	1852
CAALFM_C405680WA	NC_032092.1	1249405	1251384	+	1980	193	166	122	192	89	61	183	159
CAALFM_C405690WA	NC_032092.1	1251904	1254192	+	2289	2455	2351	2392	2351	2539	2376	3031	2797
